vacancy_name,gender,age,city,skills,experience,last_job,resume_url
"Fullstack JS/TS Angular/Node Developer, Team Lead",Мужчина,28,Москва,"Git,Node.js,Bash,Управление проектами,Linux,Typescript,Express,PostgreSQL,SQLite,Sequelize,Docker,Docker Compose,Socket IO,Webpack,Karma/Jasmine/Protractor,Nginx,Redis,Underscore/Lodash,Angular,Less,Sass,JavaScript,MongoDB,HTML,CSS,Nest,AngularJS,Nestjs,Moleculer","Опыт работы ,7, ,лет, ,11, ,месяцев","Санкт-Петербургский государственный политехнический университет, Санкт-Петербург",https://hh.ru/resume/ad8edeaf0002895b980039ed1f413363364f50?hhtmFrom=resume_search_result&query=Data
Руководитель направления,Мужчина,28,Москва,"Финансовое моделирование,Финансовый анализ,Производственное планирование,MS Visio,MS Excel,MS PowerPoint,Управленческая отчетность,Управление эффективностью,CIMA","Опыт работы ,6, ,лет, ,10, ,месяцев",Сбербанк,https://hh.ru/resume/5aa7c37100027178030039ed1f4d305a494c4e?hhtmFrom=resume_search_result&query=Data
QA engineer (remote),Female,27,Moscow,"Agile Project Management,Scrum,Atlassian Jira,Project management,QA,Black box testing,Test planning,Technical Specification Analysis,Test Cases","Work experience ,3, ,years, ,2, ,months","v3toys, ООО",https://hh.ru/resume/3544844e000789fcd90039ed1f6b6766596d64?hhtmFrom=resume_search_result&query=Data
Product manager,Мужчина,31,Москва,"Product Management,Project managment,Scrum","Опыт работы ,8, ,лет, ,11, ,месяцев","Белорусский национальный технический университет, Минск",https://hh.ru/resume/4676c74a00028b07ae0039ed1f59464e41666c?hhtmFrom=resume_search_result&query=Data
System administrator,Male,30,Moscow,"Mac Os,Driving Licence B,Wifi networks,LAN,Virtualization,MS PowerPoint,Event Management,ERP Systems,TCP/IP,Retail,Adobe Premier,Windows Server 2008 R2,sccm,Final Cut,Helpdesk,ITSM,AirWatch","Work experience ,5, ,years, ,3, ,months",Polzunov Altay State Technical University,https://hh.ru/resume/5cc58cde00064de9680039ed1f483335735857?hhtmFrom=resume_search_result&query=Data
Категорийный менеджер по закупкам,Мужчина,41,Москва,"Современная розница,Управление работой с ключевыми клиентами,Aссортиментная Политика,ABC-анализ,Категорийный менеджмент,Управление продажами,Управление командой,Аналитика продаж,Прямые продажи,Планирование продаж,Обучение персонала,Бюджетирование,FMCG Продажи,1С: Комплексная автоматизация,Домино Комплексная автоматизация,Автоматизация Розницы,CRM,Открытие розничных магазинов,Создание филиальной розничной сети","Опыт работы ,20, ,лет, ,11, ,месяцев",Сбербанк,https://hh.ru/resume/74d4c8d900008e0e6b0039ed1f736563726574?hhtmFrom=resume_search_result&query=Data
Инженер IT/Системный Администратор WIndows,Мужчина,30,Москва,"VMware,Windows 7,Active Directory,Windows Server 2008 R2,Terminal Server,IBM Lotus Notes,Ms Exchange Server,SQL Server,Windows Server 2012,Hyper-V,Windows 10,Резервное копирование,Администрирование серверов Windows,AVAYA,DFS,WSUS,Linux,1С-Битрикс,Exim,Debian,Microsoft Dynamics AX,Microsoft Data Protection Manager 2012,MySQL,Nginx,Apache,Kerio Mail Server,WMware ESXi,DocsVision,Настройка DNS,DHCP","Опыт работы ,9, ,лет, ,1, ,месяц",Rendez-vous,https://hh.ru/resume/2841ae4900004a7a9e0039ed1f736563726574?hhtmFrom=resume_search_result&query=Data
Data Engineer,Мужчина,25,Москва,"Умение работать в команде,Умение планировать,Английский язык,Python,Sas,Sas ma,KNIME,Git,Docker,ORACLE,Анализ данных,Работа с базами данных,Hadoop,Spark,Kafka,SCALA","Опыт работы ,3, ,года",QIWI Ltd,https://hh.ru/resume/1151323f0002d948ce0039ed1f647956566d51?hhtmFrom=resume_search_result&query=Data
Менеджер по продажам ,Мужчина,31,Москва,"Обслуживание покупателей,Пользователь ПК,Работа с клиентами,Навыки составления отчетности,Навыки переговоров,Управление персоналом,Деловое общение,Ведение клиентской базы,Ведение переговоров,CRM,Заключение договоров,Подготовка презентаций,Проведение презентаций,Подготовка коммерческих предложений,Активные продажи,B2B Продажи,Холодные продажи,телефонные продажи,Планирование продаж,Деловая переписка","Опыт работы ,11, ,лет, ,8, ,месяцев",,https://hh.ru/resume/7faf20de000322de0d0039ed1f4241366e6b4a?hhtmFrom=resume_search_result&query=Data
"Solution Architect, R&D Architect, Chaos Engineer",Мужчина,29,Москва,"Clojure,Data Mining,Erlang,Haskell,Java,MongoDB,MS Dynamics CRM,PostgreSQL,Python,Ruby,Ruby On Rails,Swift,TDD,Vaadin,Администрирование серверов Linux","Опыт работы ,11, ,лет, ,1, ,месяц",Сбербанк,https://hh.ru/resume/a66642120000d34b9b0039ed1f4b7345356554?hhtmFrom=resume_search_result&query=Data
Ведущий специалист,Мужчина,25,Москва,"Пользователь ПК,Internet,Деловое общение,Helpdesk,Информационные технологии,Умение работать в команде,Грамотная речь,Консультирование клиентов,Техническая поддержка,Организаторские навыки,Клиентоориентированность,Проектная документация,Ввод в эксплуатацию,Монтаж оборудования","Опыт работы ,5, ,лет, ,3, ,месяца","Центр Хранения Данных, ООО",https://hh.ru/resume/ae7881e70003c4f33f0039ed1f4c6473736e34?hhtmFrom=resume_search_result&query=Data
Payroll accountant,Female,34,Moscow,"Расчет заработной платы,Начисление ежегодных отпусков,Оплата сверхурочных часов,Повременно-премиальная оплата труда,Прохождение проверок налоговых инспекций,Расчет налоговых отчислений иностранным гражданам,Сопровождение договоров подряда,прохождение аудиторских проверок,расчет командировочных,Статистическая отчетность,Английский язык,Бухгалтерская отчетность,Первичная документация,1C: Бухгалтерия,Отчетность в ФСС,Пользователь ПК,Отчетность в ПФР,MS PowerPoint,Ведение переговоров,Сдельно-премиальная оплата труда,MS Outlook,Деловая переписка,Деловое общение,1С: Предприятие 8,Расчет при совмещении профессий","Work experience ,10, ,years, ,8, ,months",Deloitte,https://hh.ru/resume/c8ce4a820006213a1b0039ed1f6149526a696d?hhtmFrom=resume_search_result&query=Data
Product Manager (IT) / Business Development ,Женщина,32,Москва,"Аналитика,механизированная добыча нефти,погружное оборудование,Разработка технических заданий,Анализ данных,Управление проектами,Проведение презентаций,Оптимизация бизнес-процессов,Разработка проектной документации,ведение IT проектов,Организация мероприятий,Scrum,База данных: Oracle,Английский язык,ERP Systems,Насосное оборудование,Проведение переговоров,Организация бизнеса,Поиск ключевых людей,Организация процесса продаж,Опыт работы зарубежом","Опыт работы ,10, ,лет, ,4, ,месяца","Шлюмберже, нефтяная сервисная компания",https://hh.ru/resume/a0128ebd0003c7cfd90039ed1f357142713862?hhtmFrom=resume_search_result&query=Data
Administrative/ Operation manager,Female,39,Moscow,"Budgeting,MS Outlook,MS PowerPoint,Business English,Business Planning,Административная поддержка руководителя,Документооборот,Подготовка презентаций,Обеспечение жизнедеятельности офиса,Организация деловых поездок,Планирование рабочего дня руководителя,Первичная бухгалтерская документация,Письменный перевод,Исполнение личных поручений руководителя,Организация работы приемной,Прием посетителей,Организация встреч,Закупка товаров и услуг,Event Management,Делопроизводство","Work experience ,15, ,years, ,7, ,months",,https://hh.ru/resume/b5276f160006d41d620039ed1f497a67696a76?hhtmFrom=resume_search_result&query=Data
Project manager,Female,29,Moscow,"MATLAB,Visual Studio C#,C++,MS Office,MS Excel,MS PowerPoint,Пользователь ПК,Business English,Public Speaking,Written Translation,Sales Skills,Project management,Business Development,Presentation skills,1С: Предприятие 8,Analytical skills,Customer Service,Customer Relationship Management,Работа в команде,Internet,Английский язык,Time management,Ведение переговоров,Организаторские навыки,Активные продажи","Work experience ,3, ,years, ,10, ,months",,https://hh.ru/resume/82784ba70007add1c10039ed1f636c594d426e?hhtmFrom=resume_search_result&query=Data
TeamLead/Data/Business Analyst,Мужчина,30,Москва,,"Опыт работы ,7, ,лет, ,4, ,месяца",Люксофт,https://hh.ru/resume/a2ef659500017e58910039ed1f7646386e4165?hhtmFrom=resume_search_result&query=Data
Head of project office/Product director,Male,,Moscow,"product design,Quality Management,Resource Management,Software Development,System Integration,Information Security,Project management,Negotiation skills,Scrum,Agile Project Management,Управление проектами,Ведение переговоров,Управление персоналом,Business Development,Проведение презентаций,Business intelligence,Business Analysis,Управление продажами,Организаторские навыки,Start-up  project,Деловая переписка,UML,Rational Unified Process,SQL,IDEF0,Digital Marketing","Work experience ,26, ,years, ,1, ,month",,https://hh.ru/resume/a44450fc000048ae620039ed1f736563726574?hhtmFrom=resume_search_result&query=Data
Руководитель отдела продаж,Мужчина,35,Северск (Томская область),"Бизнес-планирование,Деловое общение,Обеспечение жизнедеятельности офиса,Оптимизация бизнес-процессов,Управление продажами,Развитие продаж,Управление персоналом,Работа с претензиями,Инвестиции,Ориентация на результат,Клиентоориентированность,Обучение персонала,Обучение и развитие,Администратор информационной безопасности,Проектная работа,Тайм-менеджмент,Работа с базами данных,Разработка и внедрение системы KPI,стандартизация бизнес процессов,Оптимизация бизнес процессов,Мотивация персонала,Разработка мотивационных программ для персонала,Мотивационные программы,Управление командой,Ведение переговоров,Управление эффективностью,Работа в команде,SAP CRM,Аудит,Анализ бизнес показателей","Опыт работы ,13, ,лет",Банк ВТБ (ПАО),https://hh.ru/resume/ac3362f00001ab71d80039ed1f4772344e4478?hhtmFrom=resume_search_result&query=Data
"Руководитель отдела персонала, HRBP, HRD",Женщина,35,Москва,"Корпоративная культура,Адаптация персонала,Обучение и развитие,Оценка персонала,1C: Зарплата и кадры,Кадровое делопроизводство,Массовый подбор персонала,Охрана труда и техника безопасности,Внутренние коммуникации,Разработка должностных инструкций,Прямой подбор персонала,Самостоятельное ведение кадрового документооборота,Восстановление кадрового документооборота,Штатное расписание,Воинский учет,Табель учета рабочего времени,Управление персоналом,Мотивация персонала","Опыт работы ,10, ,лет, ,2, ,месяца","Челябинский государственный педагогический университет, Челябинск",https://hh.ru/resume/ae26dc5b0002c75fc30039ed1f654438355341?hhtmFrom=resume_search_result&query=Data
Commercial manager,Male,34,Moscow,"Customer Relationship Management,Government Relations,Key Account Management,Sales Management,Ведение переговоров,Подготовка презентаций,Проведение презентаций,Развитие продаж,Управление отношениями с клиентами,Управление продажами,Ценообразование","Work experience ,19, ,years, ,4, ,months",,https://hh.ru/resume/8f38a5670003a981630039ed1f79634457694e?hhtmFrom=resume_search_result&query=Data
Business analyst / Consultant,Male,23,Moscow,"Information Technology,Business Process Reengineering,Business Analysis,Project management,IT Audit,Problem Solving,Preparing Presentations,Benchmarking,IFRS,Power BI,ARIS,MS Office,Alteryx,Management Consulting,Business Process Management,MS PowerPoint,SAP,MS Visio,Analytical skills,Team management","Work experience ,2, ,years, ,7, ,months",PwC,https://hh.ru/resume/f38862d30004fae9ac0039ed1f4e706a6f5a30?hhtmFrom=resume_search_result&query=Data
Head of product development / product manager / business development manager,Male,35,Moscow,"Product Management,Teamleading,Project management,Presentation skills,Sales Skills,Product Development,Business Strategy,Negotiation skills,People Management,B2B,Teamplayer,Business Development,Budgeting,Business Analysis","Work experience ,14, ,years, ,4, ,months",Orange Business Services,https://hh.ru/resume/a046dd5b00054919090039ed1f30646d583130?hhtmFrom=resume_search_result&query=Data
Investment Director / Assets Manager / Portfolio Manager,Male,38,Moscow,"CFD,FOREX,Risk management,Risks assessment,Project management,Futures,Options,Trading,Shares,Business Analysis,IAS,МСФО,РСБУ,MS Office,MS Project,MS Visio,Portfolio Management,Assets Management,SQL,ORACLE,C#,Java EE,Software Development,Business Optimisation,Business Automatisation","Work experience ,17, ,years, ,1, ,month",,https://hh.ru/resume/683a91f200029e40530039ed1f32456e4a3943?hhtmFrom=resume_search_result&query=Data
Network Engineer,Male,31,Moscow,"Wireless,Network Equipments,Cisco,Routers and Switches,Windows Servers,Python,DHCP,DNS,VoIP,Linux,WEB SCRAPYING,SAN , NAS,Virtualization,Latex,HTML,MS SQL Server","Work experience ,3, ,years, ,9, ,months","Moscow Institute of Physics and Technology (State University), Moscow",https://hh.ru/resume/02ef89590005bb96700039ed1f5a4831427063?hhtmFrom=resume_search_result&query=Data
Website/Wordpress разработчик,Male,,Moscow,"IBM Lotus Notes,rcms,Ccwin,ecurep,salesforce,NIV,Английский язык,Деловое общение,Пользователь ПК,Работа в команде,CMS Wordpress,PHP,Flash MySQL","Work experience ,5, ,years, ,3, ,months",,https://hh.ru/resume/64ddad180007bed6c50039ed1f34544f53564e?hhtmFrom=resume_search_result&query=Data
"Geophysical manager, Geophysical Coordinator, Seismic QA / QC supervisor,Client's Representative",Male,,Moscow,,"Work experience ,21, ,year, ,4, ,months",,https://hh.ru/resume/bf876e3100011ec1b80039ed1f4b707a41554c?hhtmFrom=resume_search_result&query=Data
"Finance controller, Team Lead, Controllership",Female,30,Moscow,,"Work experience ,9, ,years, ,6, ,months",Hewlett-Packard,https://hh.ru/resume/c32f8ab10001274f400039ed1f6c6a696d3275?hhtmFrom=resume_search_result&query=Data
Project manager,Male,34,Moscow,"AutoCAD,Budgeting,Conducting Tenders,Construction Management,Cost Analysis,Cost calculation,Cost Control,German,Local correspondence,MS Excel,MS PowerPoint,MS Project,Quality Control,Turkish,MRICS,Tender Management,Autodesk Revit,Autodesk Navisworks,Engineering,Cost Management,Quantity surveying,Quantity calculation,Cost Evalution,Business English,Точность и внимательность к деталям,Инженерные системы,indoor skydiving,windtunnel,Risks assessment,Project management","Work experience ,13, ,years, ,6, ,months","Moscow State University of Civil Engineering, Moscow",https://hh.ru/resume/156d56980001a639d70039ed1f306e64465235?hhtmFrom=resume_search_result&query=Data
Director Business Processes and Projects,Female,36,Moscow,"Project management,Procurement,Negotiation skills,Marketing Strategy Development,content marketing,Intercultural skills,Budgeting,Brand Development,Market Positioning,Strategic Marketing,CRM,Teamleading,Organization Skills,Communication Strategy,Brand Management,Немецкий язык,Presentation skills,B2B маркетинг,B2C маркетинг,Бренд-менеджмент,Английский язык,Business Process Management,Organizational Structure,Leadership Skills,Administration Management,Management Skills,Разработка и внедрение системы KPI,Analytical skills","Work experience ,12, ,years, ,1, ,month",,https://hh.ru/resume/cc92d57700076c53050039ed1f5468424b5632?hhtmFrom=resume_search_result&query=Data
IT Project/Product manager/CTO,Мужчина,,Санкт-Петербург,"Управление проектами,Scrum,Waterfall,Agile Project Management,DevOps,Системная интеграция,MSA,API first development,Machine Learning,Big Data,E-Mail Marketing,1С-Битрикс,Project management,Проектный менеджмент,RFID,Event Management,UX,Solution Architecture,System Architecture,HR management,CRM, ERP, ESP development,Mobile first development,IT Landscape Development,Product Management","Опыт работы ,10, ,лет, ,6, ,месяцев",,https://hh.ru/resume/433ee73200024a7c9f0039ed1f4b4b6343706d?hhtmFrom=resume_search_result&query=Data
"Консультант SAP ABAP (HANA), BW/BI, UI5 (HANA XSA), Business Objects, VBA, SQL, C#, 1С:Предприятие",Женщина,26,Москва,"1С программирование,1С: Бухгалтерия,1С: Зарплата и управление персоналом,Бухгалтерский учет,Управление персоналом,MS SQL Server,Бюджетирование,Расчет заработной платы,Английский язык,MS Access,SAP,SAP Business Objects,VBA,Visual Studio C#,ООП,Microsoft Visual Studio,C#,SQL,Работа с базами данных,Анализ финансовых показателей,Автоматизация процессов управления персоналом,ABAP,XML/Xslt,SAP BW,SAP HANA","Опыт работы ,1, ,год, ,8, ,месяцев",IBS,https://hh.ru/resume/188091f7000397d0e80039ed1f4c317334506e?hhtmFrom=resume_search_result&query=Data
специалист отдела автоматизации и технологии,Мужчина,38,Москва,"Информационные технологии,Техническая поддержка,Настройка ПК,Электронная почта,Офисная техника,Средства криптографической защиты информации,Разработка инструкций,Работа в команде,Internet,Обеспечение антивирусной защиты,Windows Os,MS Office,MS SQL,Администрирование,Mac Os","Опыт работы ,14, ,лет, ,4, ,месяца",,https://hh.ru/resume/45ec096a000066a4260039ed1f736563726574?hhtmFrom=resume_search_result&query=Data
Junior brand manager,Female,24,Moscow,"Английский язык,Analytical skills,MS Office,Leadership Skills,Communication skills,Creativity,result-oriented skills","Work experience ,4, ,years, ,8, ,months","Plekhanov Russian Economic University, Moscow",https://hh.ru/resume/327bdf13000459f7fe0039ed1f4f3978586269?hhtmFrom=resume_search_result&query=Data
Regional sales manager,Male,35,Moscow,"B2B Продажи,Прямые продажи,Составление договоров,Участие в Тендерах,Ведение активных клиентов,Продажа комплексных проектов,Работа с ключевыми клиентами,Управление продажами,Планирование продаж,Управление командой,Управление сотрудниками в регионах,Аналитика продаж,Активные продажи,Ведение переговоров,Холодные продажи,Управление работой с ключевыми клиентами,Заключение договоров,Навыки продаж,Работа в команде,Телефонные переговоры,Деловое общение,Навыки презентации,Английский язык,MS Outlook,MS PowerPoint,Грамотная речь,Водительское удостоверение категории B,Деловая коммуникация,Организаторские навыки,Проведение презентаций","Work experience ,12, ,years, ,9, ,months",,https://hh.ru/resume/6c953c130006d7bb3f0039ed1f6b6b476d4d37?hhtmFrom=resume_search_result&query=Data
Руководитель инновационного центра \ Руководитель проекта цифровой трансформации \ CBDO ,Мужчина,28,Москва,"B2G продажи,GR,B2B Продажи,Ведение переговоров,Построение системы продаж,Английский язык,Управление интернет-проектами,Системная интеграция,Start-up project,Развитие продаж,Стратегическое планирование,Развитие ключевых клиентов,Государственные структуры,Деловая коммуникация,Развитие бизнеса,Командообразование,Навыки презентации","Опыт работы ,9, ,лет, ,7, ,месяцев","Инновационно-образовательная компания RMA, Москва",https://hh.ru/resume/cf6d0c6d00035cc5b10039ed1f446674693234?hhtmFrom=resume_search_result&query=Data
Chief  QA/QC ,Male,33,Moscow,"MS Project Expert,AutoCAD,ArchiCAD,SolidWorks,Управление проектами,Autocad civil3D,Teambuilding","Work experience ,6, ,years, ,7, ,months","СИБУР, Группа компаний",https://hh.ru/resume/3f15e4c20004ffa2730039ed1f304c57515143?hhtmFrom=resume_search_result&query=Data
Deep Learning Engineer,Мужчина,32,Нур-Султан,"Deep Learning,Machine Learning,Mathematical Statistics,Natural Language Processing,PyTorch,Python,Algorithms and Data Structures,SQL,Computer Vision,Docker,Speech Recognition,Git,Time Series Analysis,Recomendations","Опыт работы ,4, ,года, ,10, ,месяцев","Московский государственный университет им. М.В. Ломоносова, Москва",https://hh.ru/resume/d8cdcace000258847d0039ed1f544b32516539?hhtmFrom=resume_search_result&query=Data
Developer / Team lead (Remote),Male,41,Moscow,,"Work experience ,19, ,years, ,8, ,months",,https://hh.ru/resume/adb04afa0000335a4b0039ed1f736563726574?hhtmFrom=resume_search_result&query=Data
Intern,Male,23,Moscow,"Corporate Finance,Analytical skills,Bloomberg,Financial Modelling,Busines Valuation,Strategic Management,Business Strategy,Team player,MS Excel,MS PowerPoint","Work experience ,1, ,year, ,3, ,months","National Research University 'Higher School of Economics', Moscow",https://hh.ru/resume/3683a49c0005f250e50039ed1f776146415561?hhtmFrom=resume_search_result&query=Data
Python Developer,Мужчина,27,Москва,"Linux,JavaScript,Git,PostgreSQL,Flask,REST,Redis,RabbitMQ,Django Framework,MongoDB,Docker,jQuery,Clickhouse","Опыт работы ,2, ,года, ,4, ,месяца","СИБИНТЕК, ООО ИК",https://hh.ru/resume/92c13d620003e070e40039ed1f4b7a6f517a42?hhtmFrom=resume_search_result&query=Data
Projects manager,Female,37,Moscow,"Project management,Financial Controlling,Budgeting,Procurement,Contract Management,Reporting,MS Project,1C: Бухгалтерия,ms","Work experience ,15, ,years, ,4, ,months","Ю-Софт, Группа компаний",https://hh.ru/resume/9a2e46e5000758aff10039ed1f476254415859?hhtmFrom=resume_search_result&query=Data
"Директор по маркетингу, креативный директор",Мужчина,36,Москва,"Adobe Photoshop,Keynote,MS Excel,MS PowerPoint,Бренд-менеджмент,Запуск нового бренда,Интернет-реклама,Коммуникабельность,Креативность,Написание пресс-релизов,Написание рекламных сценариев,Планирование рекламных кампаний,повышение лояльности гостей,Продвижение бренда,Развитие бренда,Управление сетевыми проектами,Big Data,Стратегический маркетинг,Маркетинговые коммуникации,Планирование маркетинговых кампаний,Маркетинговые исследования,Разработка маркетинговой стратегии,Маркетинговое планирование,Брендинг,Разработка концепции,Реклама,Интернет маркетинг,Работа со СМИ,Ресторанный менеджмент,CRM","Опыт работы ,11, ,лет, ,2, ,месяца",Ginza Project,https://hh.ru/resume/d410b27700022fbd110039ed1f767146687462?hhtmFrom=resume_search_result&query=Data
Управляющий/Директор/Director F&B/GM/Operations/Boutique/Hotel/Store/Cluster/Sales,Мужчина,38,Москва,,"Опыт работы ,19, ,лет, ,6, ,месяцев",,https://hh.ru/resume/bc47cc6000010cf1d90039ed1f546b314a4267?hhtmFrom=resume_search_result&query=Data
"Service Manager, Technical Director",Male,37,Moscow,"Advanced PC user: Excel (Functions), Word, Powerpoint, Outlook; Excellent knowledge of the maintenan","Work experience ,13, ,years, ,8, ,months",,https://hh.ru/resume/c1f282b50007a60cf60039ed1f56524f553856?hhtmFrom=resume_search_result&query=Data
Стажер back-end,Мужчина,23,Москва,,Обо мне,"Московский государственный технический университет им. Н.Э. Баумана, Москва",https://hh.ru/resume/02de0b500007aac6ad0039ed1f466741426c59?hhtmFrom=resume_search_result&query=Data
инженер,Мужчина,34,Москва,"Statistica,AutoCAD,Data Mining,Статистический анализ","Опыт работы ,10, ,лет",,https://hh.ru/resume/ca7c8a040000c68f130039ed1f7a6c4f474e48?hhtmFrom=resume_search_result&query=Data
CIO/ ИТ Директор/ Руководитель ИТ проектов/ Руководитель разработки ПО,Мужчина,43,Москва,"SAP,1С: Бухгалтерия,MySQL,Python,Corporate Security,Apache HTTP Server,Information Security,Secuity Software,ITIL,Access control,Agile Project Management,Управление бизнес процессами,Citrix,ProxMox,ESXi,Docker container.,Kubernet,PostgreSQL,Postfix,Настройка DNS,Администрирование серверов Linux,Active Directory,Seafile,Стратегическое мышление,Системное мышление,Системы управления базами данных,COSO,Лидерство,Управление командой,Подбор персонала","Опыт работы ,19, ,лет",,https://hh.ru/resume/0abb3885000044e8ec0039ed1f736563726574?hhtmFrom=resume_search_result&query=Data
Business/Personal assistant; Project manager ,Женщина,25,Москва,"Умение работать в команде,Работа с клиентами,Кассовые документы,Работа с жалобами клиентов,Оценка потребностей клиентов,Ведение переговоров,Навыки составления отчетности,Организаторские навыки,Грамотная речь,Ориентация на результат,IBM SPSS,SPSS,Социологические исследования,Работа с большим объемом информации,Статистический анализ,Финансовая отчетность,Работа с базами данных,Управленческие навыки,Corporate Events Organization,Управление отношениями с клиентами,Интервьюирование,Статистика,Подготовка презентаций,MS PowerPoint,Обучение персонала,Тренинги,Мотивация персонала,Урегулирование конфликтов,Планирование,amoCRM","Опыт работы ,5, ,лет",Zara,https://hh.ru/resume/9902786c00033cb29b0039ed1f354272785466?hhtmFrom=resume_search_result&query=Data
"Специалист, инженер",Мужчина,29,Москва,"AutoCAD,Пользователь ПК,MS Office,Работа в команде,MATLAB,Jam Pro,Tork Pro,Subpump,PostgreSQL,Digital Image Processing,HTML&CSS,Python,Data(numpy, pandas, matplotlib, seaborn, sklearn)","Опыт работы ,2, ,года, ,11, ,месяцев","Шлюмберже, нефтяная сервисная компания",https://hh.ru/resume/d02b73230001cadd090039ed1f766947327433?hhtmFrom=resume_search_result&query=Data
Software Architect,Мужчина,46,Москва,"Java, OSGi, Adobe Experience Manager, Apache Solr,Apache POI","Опыт работы ,22, ,года, ,1, ,месяц",,https://hh.ru/resume/62aa227500000a26c00039ed1f736563726574?hhtmFrom=resume_search_result&query=Data
Legal Counsel,Female,28,Moscow,"Analytical skills,Driving Licence B,MS Office,Teambuilding,Presentation skills,Project management,MS Excel,MS PowerPoint,Business English,Contract Compliance Management,Risks assessment,Risk management","Work experience ,7, ,years, ,9, ,months","Russian Customs Academy, Moscow",https://hh.ru/resume/cb38845a00063947da0039ed1f563767434d30?hhtmFrom=resume_search_result&query=Data
Системный администратор Linux / Инженер доступности сервисов (Site Reliability Engineer),Мужчина,30,Москва,"Настройка серверов,Администрирование серверов Linux,Администрирование серверов Windows,Active Directory,DHCP,MS SQL,VMware,Hyper-V,WSUS,Zabbix,Cisco,Администрирование сетевого оборудования,IIS,MS Exchange,CentOS,Debian,Bash,PowerShell,Резервное копирование,Настройка DNS,MySQL","Опыт работы ,6, ,лет, ,8, ,месяцев","Дальневосточный государственный университет путей сообщения, Хабаровск",https://hh.ru/resume/97be762b000748c20e0039ed1f785a646c7673?hhtmFrom=resume_search_result&query=Data
Менеджер проекта,Мужчина,24,Москва,"Ответственность,Работа с базами данных,Работа в команде,Работа с большим объемом информации,Пользователь ПК,MS Outlook,MS PowerPoint,Стрессоустойчивость,MS SQL,Python,Big Data,Data Analysis,Бизнес-консультирование","Опыт работы ,1, ,год, ,4, ,месяца",KPMG (Москва),https://hh.ru/resume/14769f42000332cbb30039ed1f587875463566?hhtmFrom=resume_search_result&query=Data
Modality Sales Specialist,Male,57,Moscow,"Медицинское оборудование,Управление продуктом,Ценообразование,Запуск новых продуктов,Маркетинговое планирование,Английский язык,Маркетинговые исследования,подготовка документов для участия в тендерах,Управление проектами,Управление продажами,Управление региональными продажами,Управление персоналом,Обучение персонала,Проведение презентаций,Подготовка презентаций,Подготовка презентаций на иностранном языке,Деловая коммуникация,МРТ (магнитно-резонансная томография),КТ,Рентгенография","Work experience ,24, ,years, ,9, ,months","Burdenko Research Institute of Neurosurgery, Moscow",https://hh.ru/resume/2336ed510005ff702b0039ed1f6c7231714b7a?hhtmFrom=resume_search_result&query=Data
Начальник управления/Архитектор DWH,Мужчина,28,Москва,"Управление проектами,Ведение переговоров,SQL,Управление командой,Системный анализ,Бизнес-анализ","Опыт работы ,7, ,лет, ,4, ,месяца",Банк ВТБ (ПАО),https://hh.ru/resume/1b3fe46e00031b5d940039ed1f367656797378?hhtmFrom=resume_search_result&query=Data
"sales and business development  within international and innovation-driven company, in B2B area",Male,,Moscow,,"Work experience ,39, ,years, ,7, ,months",,https://hh.ru/resume/e19ded54000011e2200039ed1f736563726574?hhtmFrom=resume_search_result&query=Data
Consultant SAP PM / PP,Male,42,Moscow,"ABAP,SAP PM,SAP PP,SAP WF","Work experience ,12, ,years, ,7, ,months","Норильский никель, ГМК",https://hh.ru/resume/333c6164000103f5630039ed1f544a73756936?hhtmFrom=resume_search_result&query=Data
"Technical support specialist, warranty engineer",Female,43,Moscow,"1C: Бухгалтерия,MS Internet Explorer,1С: Предприятие 8,Organization Skills,Customer Service,MS PowerPoint,Negotiation skills,Business English,Presentation skills,Customer Relationship Management,Warranty policy,Customer focus,Conflict resolution,Contracts Conclusion,Quality Control","Work experience ,25, ,years, ,8, ,months",VH-DAF,https://hh.ru/resume/602119c3000391c2290039ed1f58506f466877?hhtmFrom=resume_search_result&query=Data
"Главный геолог,зам главного геолога",Мужчина,42,Москва,"Стратегическое планирование,Производственное планирование,Руководство коллективом,Управленческая отчетность,Контроль качества,Взаимодействие с надзорными организациями","Опыт работы ,18, ,лет, ,7, ,месяцев",,https://hh.ru/resume/89854b680000f405780039ed1f4f7a4f344a45?hhtmFrom=resume_search_result&query=Data
Разработчик Siebel CRM,Мужчина,30,Москва,"Oracle Siebel CRM,Oracle Pl/SQL,JavaScript,Node.js,HTML5","Опыт работы ,5, ,лет, ,8, ,месяцев","Новосибирский государственный технический университет, Новосибирск",https://hh.ru/resume/66bad0da0003a3b6fd0039ed1f6c5534306f67?hhtmFrom=resume_search_result&query=Data
Системный Администратор,Мужчина,43,Москва,"Управление проектами,ITIL,Cisco,Системы безопасности,VMware,Государственные закупки,Системная интеграция,Системы видеонаблюдения,Технические системы и средства безопасности,Закупки,Формирование бюджета,1C: Бухгалтерия,1С-Битрикс,Договорная работа,Тендеры,ERP,Настройка почтовых серверов,СУБД,ISO 9001:2008,Резервное копирование,Project management,Проведение тендеров,Планирование закупок,Управление закупками,Ведение переговоров,ERP Systems,Автоматизация технологических процессов,Заключение договоров,Организаторские навыки","Опыт работы ,19, ,лет, ,8, ,месяцев","Московский государственный университет леса, Москва",https://hh.ru/resume/579e4f0f000004b1c10039ed1f736563726574?hhtmFrom=resume_search_result&query=Data
